KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_u8cSu,"Remember, choose life! @w3 Equip your suit before venturing outside!... @w6","Denke daran: Wähle das Leben! @w3 Rüste deinen Anzug aus, bevor du dich nach draußen wagst!... @w6","N'oubliez pas, choisissez la vie! @w3 Mettez votre armure avant de vous aventurer à l'extérieur!... @w6",,,,,,"Помните, выбирайте жизнь! @w3 Наденьте свой костюм, прежде чем выходить наружу!... @w6",命の選択を忘れずに！ 外に出る前にスーツを着よう！... @w6,,,,,,,"Hãy nhớ rằng, hãy lựa chọn cuộc sống! @w3 Hãy trang bị cho bộ đồ của bạn trước khi ra ngoài! ... @w6"
dialogue_WGuCW,"Last shift casualties for forgetting to equip a suit. @w3 Karr, @w3 Skhigh, @w3 Dahh. @w3 \n\nOur thoughts are with them! @w6","Verluste in der letzten Schicht, weil sie vergessen haben, einen Anzug auszurüsten. @w3 Karr, @w3 Skhigh, @w3 Dahh. @w3 \n\nUnsere Gedanken sind bei ihnen! @w6","Victimes lors du dernier quart pour avoir oublié de s'équiper d'une armure: @w3 Karr, @w3 Skhigh, @w3 Dahh. @w3 \n\nNos pensées les accompagnent! @w6",,,,,,"Пострадавшие в последнюю смену из-за того, что забыли надеть костюм. @w3 Карр, @w3 Вдоххх, @w3 Выдохх. @w3 \n\nНаши мысли с ними! @w6",スーツの装備を忘れたための最後のシフトの犠牲者。 @w3 カー、@w3 スクハイ、@w3 ダフ @w3 \n\n 我々の想いは彼らと共にあります！ @w6,,,,,,,"Thương vong trong ca cuối cùng vì quên trang bị một bộ đồ. @w3 Karr, @w3 Skhigh, @w3 Dahh. @w3\n\nSuy nghĩ của chúng tôi luôn ở bên họ! @w6"
dialogue_4KmeW,If your equipment is malfunctioning or degraded in any way?@w4\n\nPlease present yourself to the Quartermaster's Office for reassignment. @w8,Wenn deine Ausrüstung nicht funktioniert oder in irgendeiner Weise beeinträchtigt ist... @w4\n\nBitte melde dich im Büro des Quartiermeisters zur Neuzuweisung. @w8,Votre équipement fonctionne mal ou se dégrade de quelque manière que ce soit? @w4 \n\nVeuillez vous présenter au bureau du quartier-maître pour une réattribution. @w8,,,,,,"Если ваше оборудование неисправно или каким-либо образом вышло из строя?@w4\n\nПожалуйста, явитесь в офис интенданта для замены. @w8",お使いの装備が何らかの形で誤動作または劣化している場合は？@w4\n\n 再割り当てのために補給官事務所にご自身で提示してください。 @w8,,,,,,,Nếu thiết bị của bạn bị trục trặc hoặc xuống cấp theo bất kỳ cách nào? @w4\n\nVui lòng trình diện với Văn phòng giám đốc quý để được bổ nhiệm lại. @w8
dialogue_OXae8,General Announcement! @w3 \n\nAnyone caught urinating to the Steam Room Pressure Valves will be fed to the spiders in Naeronon Sigma Black Hole Caves!... @w6 \n\nNo more warnings will be issued!... @w8,"Allgemeine Ankündigung! @w3 \n\nJeder, der beim Pinkeln an die Druckventile der Dampfkammer erwischt wird, wird an die Spinnen in den Naeronon Sigma Black Hole Caves verfüttert!... @w6 \n\nEs werden keine Warnungen mehr ausgesprochen!... @w8",Annonce générale! @w3 \n\nToute personne surprise en train d'uriner vers les vannes de pression du hammam sera donnée en pâture aux araignées des grottes du trou noir de Naeronon Sigma!... @w6 \n\nAucun autre avertissement ne sera émis!... @w8,,,,,,"Общее объявление! @w3 \n\nЛюбой, кто пойман на мочеиспускании на клапаны давления испарителя, будет скормлен паукам в пещерах Сигма Черной дыры Naeronon!... @w6 \n\nПредупреждений больше не будет!... @w8",一般発表！ @w3 \n\nスチームルームの圧力弁に小便をした者は誰でも、ナエロノンシグマのブラックホールの蜘蛛の洞窟へ送られます！... @w6 \n\nこれ以上の警告はしない！... @w8,,,,,,,Thông báo chung! @w3\n\nBất kỳ ai bị bắt gặp đang đi tiểu vào Van áp suất phòng hơi nước sẽ được đưa cho nhện trong Động Naeronon Sigma Black Hole! ... @w6\n\nSẽ không có thêm cảnh báo nào nữa! ... @w8
dialogue_O8mei,. @w2 . @w2 . @w2 Performing maintenance tasks @w4 \n\nRoutine operations will resume shortly after. . @w2 . @w2 . @w4,. @w2 . @w2 . @w2 Durchführen von Wartungsarbeiten @w4 \n\nDer Routinebetrieb wird kurz darauf wieder aufgenommen. . @w2 . @w2 . @w4,. @w2 . @w2 . @w2 Tâches de maintenance en cours... @w4 \n\nLes opérations de routine reprendront peu après... @w2 . @w2 . @w4,,,,,,. @w2 . @w2 . @w2 Выполнение задач обслуживания @w4 \n\nВскоре после этого возобновятся обычные операции. . @w2 . @w2 . @w4,. @w2 . @w2 . @w2 メンテナンスタスクを実行します @w4 \n\n定期的な作業はすぐに再開されます。. @w2 . @w2 . @w4,,,,,,,. @w2. @w2. @w2 Thực hiện các tác vụ bảo trì @w4\n\nCác hoạt động định kỳ sẽ tiếp tục ngay sau đó. . @w2. @w2. @w4
dialogue_2mmJg,This shift's happy hour goes out in honor of Skaar's crew for the last raid collaboration. @w4 \nFestivities will be held at Ben's Bar. @w8,Die Happy Hour dieser Schicht wird zu Ehren von Skaars Crew für die Zusammenarbeit beim letzten Raubzug ausgegeben. @w4 \nDie Feierlichkeiten finden in Ben's Bar statt. @w8,L'happy hour se déroule en l'honneur de l'équipage de Skaar pour sa dernière collaboration au raid. @w4 \nLes festivités auront lieu au Ben's Bar. @w8,,,,,,«Счастливый час» этой смены проводится в честь команды Skaar за последний совместный рейд. @w4 \nПразднества будут проходить в баре Бена. @w8,このシフトのハッピーアワーは、最後のレイドコラボのスカールのクルーに敬意を表して行われます。 @w4 \n お祭りはベンのバーで開催されます。 @w8,,,,,,,Giờ hạnh phúc của ca này diễn ra để vinh danh phi hành đoàn của Skaar cho lần hợp tác đột kích cuối cùng. Lễ hội @w4\nsẽ được tổ chức tại Ben's Bar. @w8
dialogue_Ci8eg,"Dr. Xen'uan has been receiving a growing number of complaints regarding side effects! @w6 \n\nWhatever you're consuming, @w2 please confirm the reliability of your sources. @w8","Dr. Xen'uan hat eine wachsende Anzahl von Beschwerden über Nebenwirkungen erhalten! @w6 \n\nWas auch immer du konsumierst, @w2 bitte bestätige die Zuverlässigkeit deiner Quellen. @w8","Le Dr Xen'uan a reçu un nombre croissant de plaintes concernant des effets secondaires! @w6 \n\nQuoi que que vous consommiez, @w2 veuillez en confirmer la fiabilité de vos sources. @w8",,,,,,"Доктор Xen'uan получает все больше жалоб на побочные эффекты! @w6 \n\nЧто бы вы ни употребляли, @w2 пожалуйста, убедитесь в надежности ваших источников. @w8",ジヌアン博士は、副作用に関してますます多くの苦情を受けています！ @w6 \n\n 消費しているものは何であれ、@w2 ソースの信頼性を確認してください。 @w8,,,,,,,"Tiến sĩ Xen'uan đã nhận được ngày càng nhiều phàn nàn về các tác dụng phụ! @w6\n\nDù bạn đang dùng gì, @w2 hãy xác nhận độ tin cậy của các nguồn của bạn. @w8"
dialogue_GAaie,Not sure what's your current shift assignment?... @w3 \nType in your name and wait for confirmation.... @w6,"Nicht sicher, was deine aktuelle Schichtzuweisung ist?... @w3 \nTrage deinen Namen ein und warte auf die Bestätigung.... @w6",Pas sûr de votre affectation actuelle?... @w3 \nTapez votre nom et attendez confirmation... @w6,,,,,,"Не знаете, в какое время у вас назначена текущая смена?... @w3 \nВведите свое имя и дождитесь подтверждения.... @w6",現在のシフト割り当てがわからない？... @w3 \n名前を入力して、確認を待ってください.... @w6,,,,,,,Bạn không biết chắc nhiệm vụ ca hiện tại của mình là gì? ... @w3\nNhập tên của bạn và chờ xác nhận .... @w6
dialogue_GC0uG,"I seem to have misplaced my key card, can I have another?","Scheinbar habe ich meine Zugangskarte verloren, kann ich eine andere haben?","Il me semble avoir égaré ma carte d'accès, puis-je en avoir une autre?",,,,,,"Кажется, я потерял свою ключ-карту, можно мне другую?",キーカードを紛失してしまったようだ、別のカードをもらえるか？,,,,,,,"Có vẻ như tôi đã đặt nhầm thẻ chìa khóa của mình, tôi có thể lấy thẻ khác được không?"
dialogue_umQuW,"I seem to have misplaced my key card, can I have another?","Scheinbar habe ich meine Zugangskarte verloren, kann ich eine andere haben?","Il me semble avoir égaré ma carte d'accès, puis-je en avoir une autre?","Credo di aver smarrito la mia chiave magnetica, posso averne un'altra?",,,,,"Кажется, я потерял свою ключ-карту, можно мне другую?",キーカードを紛失してしまったようだ、別のカードをもらえるか？,,,,,,,"Có vẻ như tôi đã đặt nhầm thẻ chìa khóa của mình, tôi có thể lấy thẻ khác được không?"
dialogue_GU88W,"I seem to have misplaced my key card, can I have another?","Scheinbar habe ich meine Zugangskarte verloren, kann ich eine andere haben?","Il me semble avoir égaré ma carte d'accès, puis-je en avoir une autre?","Credo di aver smarrito la mia chiave magnetica, posso averne un'altra?",,,,,"Кажется, я потерял свою ключ-карту, можно мне другую?",キーカードを紛失してしまったようだ、別のカードをもらえるか？,,,,,,,"Có vẻ như tôi đã đặt nhầm thẻ chìa khóa của mình, tôi có thể lấy thẻ khác được không?"
dialogue_SejWm,"I seem to have misplaced my key card, can I have another?","Scheinbar habe ich meine Zugangskarte verloren, kann ich eine andere haben?","Il me semble avoir égaré ma carte d'accès, puis-je en avoir une autre?","Credo di aver smarrito la mia chiave magnetica, posso averne un'altra?",,,,,"Кажется, я потерял свою ключ-карту, можно мне другую?",キーカードを紛失してしまったようだ、別のカードをもらえるか？,,,,,,,"Có vẻ như tôi đã đặt nhầm thẻ chìa khóa của mình, tôi có thể lấy thẻ khác được không?"
dialogue_a4COe,General Announcement! @w3 \n\nPlease avoid venturing into any of the station's asteroid caves! @w6 \nThe entrances had to be closed off once again to avoid bug infestations. @w8,"Allgemeine Durchsage! @w3 \n\nBitte vermeidet es, in eine der Asteroidenhöhlen der Station zu gehen! @w6 \nDie Eingänge mussten erneut verschlossen werden, um Käferbefall zu vermeiden. @w8",Annonce générale! @w3 \n\nÉviter de vous aventurer dans l'une des grottes d'astéroïdes de la station! @w6 \nLes entrées ont dû être de nouveau fermées pour éviter les infestations d'insectes. @w8,,,,,,"Общее объявление! @w3 \n\nПожалуйста, не заходите в астероидные пещеры станции! @w6 \nВходы пришлось снова закрыть, чтобы избежать заражения насекомыми. @w8",一般発表！ @w3 \n\n ステーションの小惑星の洞窟に立ち入らないででください！ @w6 \n\n 虫の蔓延を防ぐために、再び入り口を封鎖しました。 @w8,,,,,,,Thông báo chung! @w3\n\nHãy tránh mạo hiểm vào bất kỳ hang động tiểu hành tinh nào của trạm! @w6\nCác lối vào phải được đóng lại một lần nữa để tránh sự xâm nhập của bọ. @w8
dialogue_8SmKq,"General Announcement! @w3 \n\nProfessor Yarod whereabouts are still unclear, @w4 we urge anyone that has any information regarding his condition or whereabouts to come forth! @w8","Allgemeine Durchsage! @w3 \n\nProfessor Yarods Verbleib ist immer noch unklar, @w4 wir bitten jeden, der Informationen über seinen Zustand oder Verbleib hat, sich zu melden! @w8","Annonce générale! @w3 \n\nles allées et venues du professeur Yarod ne sont toujours pas claires, @w4 nous exhortons quiconque a des informations sur son état et l'endroit où il se trouve, à se manifester! @w8",,,,,,"Общее объявление! @w3 \n\nМестонахождение профессора Ярода до сих пор неизвестно, @w4 мы призываем всех, у кого есть какая-либо информация о его состоянии или местонахождении, сообщить об этом! @w8",一般発表！ @w3 \n\nヤロッド教授の所在はまだ不明です、@w4 彼の状態や所在に関する情報をお持ちの方は誰でも名乗り出てください。 @w8,,,,,,,"Thông báo chung! @w3\n\nNơi ở của Giáo sư Yarod vẫn chưa rõ ràng, @w4 chúng tôi mong bất cứ ai có bất kỳ thông tin nào liên quan đến tình trạng hoặc nơi ở của ông ấy hãy tiết lộ! @w8"
dialogue_0WmeS,"General Announcement! @w3 \n\nColonel Dave would like to express his deepest sympathies for the departure of our beloved second in command and father to us all Lieutenant Maull @w8 He departed doing what he loved most, @w4 leading a boarding team. @w8 \n\nServices will be held later this shift's end at the top landing pad!@w8","Allgemeine Ankündigung! @w3 \n\nColonel Dave möchte sein tiefstes Beileid zum Ableben unseres geliebten Stellvertreters und Vaters für uns alle, Leutnant Maull, ausdrücken @w8 Er ist bei dem, was er am meisten geliebt hat, von uns gegangen @w4, der Leitung einer Entermannschaft. @w8 Die Trauerfeier findet nach Schichtende auf dem oberen Landeplatz statt! @w8","Annonce générale! @w3 \n\nLe colonel Dave souhaite exprimer ses plus sincères condoléances pour le départ de notre bien-aimé Lieutenant Maull, commandant en second et père pour nous tous. @w8 Il est parti en faisant ce qu'il aimait le plus, @w4 à la tête de son équipage. @w8 \n\nLes services auront lieu plus tard à la fin de ce quart sur l'aire d'atterrissage supérieure! @w8",,,,,,"Общее объявление! @w3 \n\nПолковник Дэйв хотел бы выразить свои глубочайшие соболезнования в связи со смертью нашего любимого заместителя командира и отца для всех нас лейтенанта Мола @w8 Он ушел, сделав то, что любил больше всего, @w4 возглавив абордажную команду. @w8 \n\nСлужба будет проводиться позже, в конце этой смены, на верхней посадочной площадке!@w8",一般発表！ @w3 \n\nデイブ大佐は、我々の最愛の副司令官であり、父であるモール中尉のご逝去を心からお悔やみ申し上げます。 @w8 彼は最も好きなこと、 @w4 搭乗チームを率いて旅立って行きました。 @w8 \n\n葬儀はこのシフトの終わり上部の着陸パッドで開催されます！@w8,,,,,,,"Thông báo chung! @w3\n\nĐại tá Dave xin bày tỏ sự thương cảm sâu sắc nhất đối với sự ra đi của người chỉ huy và người cha yêu quý của chúng ta đối với tất cả chúng ta, Trung úy Maull @w8 Anh ấy đã ra đi làm những gì anh ấy yêu thích nhất, @w4 dẫn đầu đội nội trú. Các dịch vụ @w8\n\nsẽ được tổ chức sau khi ca này kết thúc ở bệ hạ cánh trên cùng! @w8"
